date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:36:23	225406/225406	---M--	200	added ('OK')	image/png	etag:0x8DD66505E496E19	https://content.campaignpartner.net/images/137730/campaignpartner_logo_quick_color_fix.png	C:/My%20Web%20Sites/rpb/content.campaignpartner.net/images/137730/campaignpartner_logo_quick_color_fix.png	(from https://www.repealparkingban.org/)
14:36:23	27250/27250	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jan%202026%2019:36:22%20GMT	https://www.repealparkingban.org/home	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/home.html	(from https://www.repealparkingban.org/)
14:36:23	25437/25437	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jan%202026%2019:36:22%20GMT	https://www.repealparkingban.org/issues	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/issues.html	(from https://www.repealparkingban.org/)
14:36:24	13842/13842	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jan%202026%2019:36:22%20GMT	https://www.repealparkingban.org/meet	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/meet.html	(from https://www.repealparkingban.org/)
14:36:24	23613/23613	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jan%202026%2019:36:23%20GMT	https://www.repealparkingban.org/view-endorsements	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/view-endorsements.html	(from https://www.repealparkingban.org/)
14:36:25	14937/14937	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jan%202026%2019:36:23%20GMT	https://www.repealparkingban.org/in-the-media	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/in-the-media.html	(from https://www.repealparkingban.org/)
14:36:25	23892/23892	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jan%202026%2019:36:24%20GMT	https://www.repealparkingban.org/volunteer	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/volunteer.html	(from https://www.repealparkingban.org/)
14:36:26	19143/19143	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jan%202026%2019:36:24%20GMT	https://www.repealparkingban.org/yard-sign	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/yard-sign.html	(from https://www.repealparkingban.org/)
14:36:26	868/868	---M--	200	added ('OK')	image/png	etag:%221d92a95f69b3164%22	https://www.repealparkingban.org/local_images/scroll_up_2.png	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/local_images/scroll_up_2.png	(from https://www.repealparkingban.org/)
14:36:27	142496/142496	---M--	200	added ('OK')	application/pdf	etag:%2222CA0-8DE1B5B1B18FB30%22	https://www.repealparkingban.org/images/137730/farrell_newsletter.pdf	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/images/137730/farrell_newsletter.pdf	(from https://www.repealparkingban.org/)
14:36:27	1663569/1663569	---M--	200	added ('OK')	image/jpeg	etag:0x8DD7E1A19AE3EEE	https://content.campaignpartner.net/images/137730/narrower_-_my_photo_of_city_sign.jpg	C:/My%20Web%20Sites/rpb/content.campaignpartner.net/images/137730/narrower_-_my_photo_of_city_sign.jpg	(from https://www.repealparkingban.org/)
14:36:27	31228/31228	---M--	200	added ('OK')	application/pdf	etag:%2279FC-8DE14FC66F6F4E9%22	https://www.repealparkingban.org/images/137730/Boston_College_Neighborhood_Regs.pdf	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/images/137730/Boston_College_Neighborhood_Regs.pdf	(from https://www.repealparkingban.org/)
14:36:28	248433/248433	---M--	200	added ('OK')	application/pdf	etag:%223CA71-8DE14FC670559C0%22	https://www.repealparkingban.org/images/137730/Lasell_Neighborhood_Regs.pdf	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/images/137730/Lasell_Neighborhood_Regs.pdf	(from https://www.repealparkingban.org/)
14:36:28	1223/1223	---MCZ	200	added ('OK')	text/javascript	etag:%221dbe844b7679647%22	https://www.repealparkingban.org/js/video-resizer.js	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/js/video-resizer.js	(from https://www.repealparkingban.org/)
14:36:29	54568/54568	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221d92a95f69be728%22	https://www.repealparkingban.org/local_css/foundation-icons.eot	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/local_css/foundation-icons.eot	(from https://www.repealparkingban.org/local_css/foundation-icons.css)
14:36:29	54568/54568	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221d92a95f69be728%22	https://www.repealparkingban.org/local_css/foundation-icons.eot?	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/local_css/foundation-iconsd41d.eot	(from https://www.repealparkingban.org/local_css/foundation-icons.css)
14:36:29	32020/32020	---M--	200	added ('OK')	application/font-woff	etag:%221d92a95f69b4f14%22	https://www.repealparkingban.org/local_css/foundation-icons.woff	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/local_css/foundation-icons.woff	(from https://www.repealparkingban.org/local_css/foundation-icons.css)
14:36:29	56976/56976	---M--	200	added ('OK')	application/x-font-ttf	etag:%221d92a95f69bec90%22	https://www.repealparkingban.org/local_css/foundation-icons.ttf	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/local_css/foundation-icons.ttf	(from https://www.repealparkingban.org/local_css/foundation-icons.css)
14:36:30	151505/151505	---M--	200	added ('OK')	image/svg+xml	etag:%221d92a95f6997dd1%22	https://www.repealparkingban.org/local_css/foundation-icons.svg	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/local_css/foundation-icons.svg	(from https://www.repealparkingban.org/local_css/foundation-icons.css)
14:36:30	18789/18789	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221d92a95f69b7b65%22	https://www.repealparkingban.org/local_css/gotham-medium-webfont.eot	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/local_css/gotham-medium-webfont.eot	(from https://www.repealparkingban.org/css2/15739_638978058615130000.css)
14:36:30	18789/18789	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221d92a95f69b7b65%22	https://www.repealparkingban.org/local_css/gotham-medium-webfont.eot?	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/local_css/gotham-medium-webfontd41d.eot	(from https://www.repealparkingban.org/css2/15739_638978058615130000.css)
14:36:31	16936/16936	---M--	200	added ('OK')	font/woff2	etag:%221d92a95f69b7028%22	https://www.repealparkingban.org/local_css/gotham-medium-webfont.woff2	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/local_css/gotham-medium-webfont.woff2	(from https://www.repealparkingban.org/css2/15739_638978058615130000.css)
14:36:31	21968/21968	---M--	200	added ('OK')	application/font-woff	etag:%221d92a95f69b67d0%22	https://www.repealparkingban.org/local_css/gotham-medium-webfont.woff	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/local_css/gotham-medium-webfont.woff	(from https://www.repealparkingban.org/css2/15739_638978058615130000.css)
14:36:31	39616/39616	---M--	200	added ('OK')	application/x-font-ttf	etag:%221d92a95f69ba8c0%22	https://www.repealparkingban.org/local_css/gotham-medium-webfont.ttf	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/local_css/gotham-medium-webfont.ttf	(from https://www.repealparkingban.org/css2/15739_638978058615130000.css)
14:36:32	58784/58784	---M--	200	added ('OK')	image/svg+xml	etag:%221d92a95f69bd7a0%22	https://www.repealparkingban.org/local_css/gotham-medium-webfont.svg	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/local_css/gotham-medium-webfont.svg	(from https://www.repealparkingban.org/css2/15739_638978058615130000.css)
14:36:32	9/9	---MCZ	404	error ('Not%20Found')	text/plain	date:Tue,%2013%20Jan%202026%2019:36:30%20GMT	https://www.repealparkingban.org/images/10000/assets/navbg_ccce4f2f-036c-4673-a8d5-fd6d0343fec4.png	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/images/10000/assets/navbg_ccce4f2f-036c-4673-a8d5-fd6d0343fec4.29.delayed	(from https://www.repealparkingban.org/css2/15739_638978058615130000.css)
14:36:32	551/551	---M--	200	added ('OK')	image/png	etag:%22227-8CE21ACBE807600%22	https://www.repealparkingban.org/images/share_facebook_sprite.png	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/images/share_facebook_sprite.png	(from https://www.repealparkingban.org/css2/15739_638978058615130000.css)
14:36:33	878/878	---M--	200	added ('OK')	image/png	etag:%2236E-8CE21A70C927B00%22	https://www.repealparkingban.org/images/share_twitter_sprite.png	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/images/share_twitter_sprite.png	(from https://www.repealparkingban.org/css2/15739_638978058615130000.css)
14:36:33	1360/1360	---M--	200	added ('OK')	image/png	etag:%22550-8CE21AD0D2E1000%22	https://www.repealparkingban.org/images/share_email_sprite.png	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/images/share_email_sprite.png	(from https://www.repealparkingban.org/css2/15739_638978058615130000.css)
14:36:33	20492/20492	---M--	200	added ('OK')	image/png	etag:%22500C-8CE3AD1F5121F00%22	https://www.repealparkingban.org/images/flag_slideshow_bg.png	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/images/flag_slideshow_bg.png	(from https://www.repealparkingban.org/css2/15739_638978058615130000.css)
14:36:34	1584/1584	---M--	200	added ('OK')	image/png	etag:%22630-8CFA84E1BCF1180%22	https://www.repealparkingban.org/images/gplus_share_sprite.png	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/images/gplus_share_sprite.png	(from https://www.repealparkingban.org/css2/15739_638978058615130000.css)
14:36:34	1055/1055	---M--	200	added ('OK')	image/png	etag:%2241F-8CFA8611F1FC880%22	https://www.repealparkingban.org/images/linkedin_share_sprite.png	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/images/linkedin_share_sprite.png	(from https://www.repealparkingban.org/css2/15739_638978058615130000.css)
14:36:35	425684/425684	---M--	200	added ('OK')	font/woff2	etag:%221dbc8e27770b254%22	https://www.repealparkingban.org/local_css/fontawesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/local_css/fontawesome/webfonts/fa-regular-400.woff2	(from https://www.repealparkingban.org/local_css/fontawesome/css/regular.css)
14:36:35	119584/119584	---M--	200	added ('OK')	font/woff2	etag:%221dbc8e277771fa0%22	https://www.repealparkingban.org/local_css/fontawesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/local_css/fontawesome/webfonts/fa-brands-400.woff2	(from https://www.repealparkingban.org/local_css/fontawesome/css/brands.css)
14:36:35	1151848/1151848	---M--	200	added ('OK')	application/x-font-ttf	etag:%221dbc8e277675fe8%22	https://www.repealparkingban.org/local_css/fontawesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/local_css/fontawesome/webfonts/fa-regular-400.ttf	(from https://www.repealparkingban.org/local_css/fontawesome/css/regular.css)
14:36:36	212700/212700	---M--	200	added ('OK')	application/x-font-ttf	etag:%221dbc8e27775f25c%22	https://www.repealparkingban.org/local_css/fontawesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/local_css/fontawesome/webfonts/fa-brands-400.ttf	(from https://www.repealparkingban.org/local_css/fontawesome/css/brands.css)
14:36:37	3723425/3723425	---M--	200	added ('OK')	image/png	etag:0x8DD7E26C3A17241	https://content.campaignpartner.net/images/137730/city_hall_presence_compressed.png	C:/My%20Web%20Sites/rpb/content.campaignpartner.net/images/137730/city_hall_presence_compressed.png	(from https://www.repealparkingban.org/issues)
14:36:38	1320896/1320896	---M--	200	added ('OK')	image/jpeg	etag:0x8DDF0102439F7DD	https://content.campaignpartner.net/images/137730/IMG_6518_1.jpg	C:/My%20Web%20Sites/rpb/content.campaignpartner.net/images/137730/IMG_6518_1.jpg	(from https://www.repealparkingban.org/meet)
14:36:38	71672/71672	---M--	200	added ('OK')	application/pdf	etag:%22117F8-8DE10E580EF9767%22	https://www.repealparkingban.org/images/137730/Cindy_Steinberg_Newton_Overnight_Parking_Ban.pdf	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/images/137730/Cindy_Steinberg_Newton_Overnight_Parking_Ban.pdf	(from https://www.repealparkingban.org/view-endorsements)
14:36:38	107005/107005	---M--	200	added ('OK')	application/pdf	etag:%221A1FD-8DE10E5EC517F11%22	https://www.repealparkingban.org/images/137730/Rodis_Letter.pdf	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/images/137730/Rodis_Letter.pdf	(from https://www.repealparkingban.org/view-endorsements)
14:36:38	17599/17599	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Jan%202026%2019:36:37%20GMT	https://www.repealparkingban.org/make-endorsement	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/make-endorsement.html	(from https://www.repealparkingban.org/view-endorsements)
14:36:39	329027/329027	---M--	200	added ('OK')	image/png	etag:0x8DDD8F594B27C20	https://content.campaignpartner.net/images/137730/fcn_logo.png	C:/My%20Web%20Sites/rpb/content.campaignpartner.net/images/137730/fcn_logo.png	(from https://www.repealparkingban.org/in-the-media)
14:36:39	292822/292822	---M--	200	added ('OK')	image/png	etag:0x8DE1506838BAA19	https://content.campaignpartner.net/images/137730/newtv_logo.png	C:/My%20Web%20Sites/rpb/content.campaignpartner.net/images/137730/newtv_logo.png	(from https://www.repealparkingban.org/in-the-media)
14:36:40	291336/291336	---M--	200	added ('OK')	image/png	etag:0x8DDD8F57B98B656	https://content.campaignpartner.net/images/137730/beacon_logo.png	C:/My%20Web%20Sites/rpb/content.campaignpartner.net/images/137730/beacon_logo.png	(from https://www.repealparkingban.org/in-the-media)
14:36:40	499597/499597	---M--	200	added ('OK')	image/png	etag:0x8DDD8F6BCA2CCE2	https://content.campaignpartner.net/images/137730/wbz.png	C:/My%20Web%20Sites/rpb/content.campaignpartner.net/images/137730/wbz.png	(from https://www.repealparkingban.org/in-the-media)
14:36:40	13074/13074	---MCZ	200	added ('OK')	text/css	etag:%221dbef6d2ba0d612%22	https://www.repealparkingban.org/css/volunteer-form.css?v=OGqk2tjJgCbR7ZXBQ7CBpI9COo05-nHkUB-Bvhr8BjY	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/css/volunteer-form3de6.css	(from https://www.repealparkingban.org/volunteer)
14:36:41	24601/24601	---MCZ	200	added ('OK')	text/javascript	etag:%221dae9bffd636019%22	https://www.repealparkingban.org/lib/jquery-validation/dist/jquery.validate.min.js	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/lib/jquery-validation/dist/jquery.validate.min.js	(from https://www.repealparkingban.org/volunteer)
14:36:41	5824/5824	---MCZ	200	added ('OK')	text/javascript	etag:%221dae9bffd6316c0%22	https://www.repealparkingban.org/lib/jquery-validation-unobtrusive/jquery.validate.unobtrusive.min.js	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/lib/jquery-validation-unobtrusive/jquery.validate.unobtrusive.min.js	(from https://www.repealparkingban.org/volunteer)
14:36:42	3795/3795	---MCZ	200	added ('OK')	text/javascript	etag:%221dc4738e76262d3%22	https://www.repealparkingban.org/js/volunteer-form.js?v=4XiHUuOR_8OjHSWvv4qQ0R9RMo4X558GetkyBLFK8R4	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/js/volunteer-form3eac.js	(from https://www.repealparkingban.org/volunteer)
14:36:42	13621/13621	---MCZ	200	added ('OK')	text/css	etag:%221dbef700b266f35%22	https://www.repealparkingban.org/css/yardsign-form.css	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/css/yardsign-form.css	(from https://www.repealparkingban.org/yard-sign)
14:36:43	3349/3349	---MCZ	200	added ('OK')	text/javascript	etag:%221dc473927c1e715%22	https://www.repealparkingban.org/js/yardsign-form.js?v=jkEhRtZfxGGA9BTJ_IG6Ut47F3vVS3_gTtXMR2KR9Ck	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/js/yardsign-form76f0.js	(from https://www.repealparkingban.org/yard-sign)
14:36:43	1724939/1724939	---M--	200	added ('OK')	image/jpeg	etag:0x8DE136936634057	https://content.campaignpartner.net/images/137730/cropped_yard_sign.jpg	C:/My%20Web%20Sites/rpb/content.campaignpartner.net/images/137730/cropped_yard_sign.jpg	(from https://www.repealparkingban.org/yard-sign)
14:36:43	13549/13549	---MCZ	200	added ('OK')	text/css	etag:%221dbef7001046f6d%22	https://www.repealparkingban.org/css/contact-form.css	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/css/contact-form.css	(from https://www.repealparkingban.org/make-endorsement)
14:36:44	3343/3343	---MCZ	200	added ('OK')	text/javascript	etag:%221dc47389eaabe0f%22	https://www.repealparkingban.org/js/contact-form.js?v=0OinXvuAPSM_kAyDII1izASDSq1BMZ8sFTrHMXjbisA	C:/My%20Web%20Sites/rpb/www.repealparkingban.org/js/contact-form0961.js	(from https://www.repealparkingban.org/make-endorsement)
